Visual features error
0	0.17584	0	0	0.681477	0	0	0.30077	0	0	0.365717	0	0	0.161407	0	0	0.190949	0	0	0.2571	0	0	-0.0071651	0	
1	0.174675	0	1	0.680135	0	1	0.299774	0	1	0.364181	0	1	0.16047	0	1	0.189652	0	1	0.256359	0	1	-0.00872312	0	
2	0.176782	0	2	0.68182	0	2	0.301923	0	2	0.36581	0	2	0.162397	0	2	0.191225	0	2	0.258071	0	2	-0.00714495	0	
3	0.17647	0	3	0.681225	0	3	0.301671	0	3	0.365549	0	3	0.162296	0	3	0.190528	0	3	0.258114	0	3	-0.00734802	0	
4	0.176933	0	4	0.68041	0	4	0.30211	0	4	0.364758	0	4	0.162778	0	4	0.189859	0	4	0.258502	0	4	-0.00825767	0	
5	0.176279	0	5	0.680602	0	5	0.301626	0	5	0.364977	0	5	0.162473	0	5	0.189892	0	5	0.258635	0	5	-0.00821885	0	
6	0.17639	0	6	0.680921	0	6	0.301343	0	6	0.365252	0	6	0.162109	0	6	0.190038	0	6	0.257602	0	6	-0.00840134	0	
7	0.175973	0	7	0.680457	0	7	0.30091	0	7	0.364389	0	7	0.161408	0	7	0.189785	0	7	0.25708	0	7	-0.00866941	0	
8	0.178277	0	8	0.68293	0	8	0.30318	0	8	0.367261	0	8	0.163845	0	8	0.192202	0	8	0.259389	0	8	-0.0060733	0	
9	0.176569	0	9	0.682203	0	9	0.301902	0	9	0.366528	0	9	0.162629	0	9	0.191836	0	9	0.25864	0	9	-0.0064325	0	
10	0.176628	0	10	0.681987	0	10	0.301924	0	10	0.366099	0	10	0.162636	0	10	0.191287	0	10	0.258558	0	10	-0.00663741	0	
11	0.175993	0	11	0.681286	0	11	0.301154	0	11	0.365453	0	11	0.161868	0	11	0.190059	0	11	0.257683	0	11	-0.00769242	0	
12	0.176289	0	12	0.679655	0	12	0.301303	0	12	0.363742	0	12	0.162031	0	12	0.188821	0	12	0.257904	0	12	-0.00977348	0	
13	0.177679	0	13	0.681474	0	13	0.302786	0	13	0.365715	0	13	0.163248	0	13	0.191268	0	13	0.258873	0	13	-0.00703763	0	
14	0.177769	0	14	0.680884	0	14	0.302863	0	14	0.365447	0	14	0.163621	0	14	0.190593	0	14	0.259295	0	14	-0.00773462	0	
15	0.177053	0	15	0.681435	0	15	0.302114	0	15	0.365548	0	15	0.162564	0	15	0.191109	0	15	0.25829	0	15	-0.00742141	0	
16	0.176027	0	16	0.68186	0	16	0.301296	0	16	0.366254	0	16	0.162212	0	16	0.191647	0	16	0.258353	0	16	-0.00653969	0	
17	0.175502	0	17	0.682168	0	17	0.300661	0	17	0.366251	0	17	0.161443	0	17	0.191614	0	17	0.25721	0	17	-0.00639817	0	
18	0.175316	0	18	0.682637	0	18	0.300586	0	18	0.367179	0	18	0.161164	0	18	0.192124	0	18	0.257036	0	18	-0.00568394	0	
19	0.176266	0	19	0.681938	0	19	0.301278	0	19	0.366639	0	19	0.162035	0	19	0.191751	0	19	0.257802	0	19	-0.00620864	0	
20	0.17773	0	20	0.681666	0	20	0.302861	0	20	0.365803	0	20	0.163378	0	20	0.191162	0	20	0.259069	0	20	-0.00685236	0	
21	0.174768	0	21	0.681227	0	21	0.300478	0	21	0.365303	0	21	0.16113	0	21	0.190087	0	21	0.257013	0	21	-0.00787312	0	
22	0.177485	0	22	0.681318	0	22	0.302949	0	22	0.365763	0	22	0.163511	0	22	0.190795	0	22	0.259295	0	22	-0.00730472	0	
23	0.177071	0	23	0.680973	0	23	0.302226	0	23	0.365131	0	23	0.162833	0	23	0.19018	0	23	0.258629	0	23	-0.00778922	0	
24	0.177618	0	24	0.682378	0	24	0.302763	0	24	0.366517	0	24	0.163179	0	24	0.191791	0	24	0.258929	0	24	-0.00657507	0	
25	0.173779	0	25	0.679728	0	25	0.298612	0	25	0.364106	0	25	0.159207	0	25	0.189385	0	25	0.25476	0	25	-0.00884926	0	
26	0.176916	0	26	0.682242	0	26	0.301984	0	26	0.365911	0	26	0.162362	0	26	0.191573	0	26	0.257956	0	26	-0.00710552	0	
27	0.176494	0	27	0.682358	0	27	0.301723	0	27	0.366955	0	27	0.162618	0	27	0.192006	0	27	0.258629	0	27	-0.00572999	0	
28	0.176881	0	28	0.681903	0	28	0.301799	0	28	0.365951	0	28	0.162436	0	28	0.191322	0	28	0.25827	0	28	-0.00698869	0	
29	0.177797	0	29	0.682645	0	29	0.302842	0	29	0.36642	0	29	0.163353	0	29	0.191911	0	29	0.259054	0	29	-0.00617386	0	
30	0.177554	0	30	0.679895	0	30	0.302445	0	30	0.364167	0	30	0.162877	0	30	0.189451	0	30	0.258603	0	30	-0.00936037	0	
31	0.176071	0	31	0.680988	0	31	0.301221	0	31	0.364913	0	31	0.16172	0	31	0.19006	0	31	0.257104	0	31	-0.00808457	0	
32	0.177584	0	32	0.682044	0	32	0.302328	0	32	0.366015	0	32	0.162595	0	32	0.191627	0	32	0.258146	0	32	-0.00717466	0	
33	0.175816	0	33	0.681713	0	33	0.3008	0	33	0.365778	0	33	0.161363	0	33	0.191353	0	33	0.257024	0	33	-0.00674405	0	
34	0.176803	0	34	0.681001	0	34	0.301934	0	34	0.365254	0	34	0.162371	0	34	0.190201	0	34	0.258316	0	34	-0.00794606	0	
35	0.175627	0	35	0.68053	0	35	0.300695	0	35	0.364457	0	35	0.161189	0	35	0.189763	0	35	0.257014	0	35	-0.00871634	0	
36	0.17772	0	36	0.68115	0	36	0.302645	0	36	0.365005	0	36	0.162973	0	36	0.190053	0	36	0.258492	0	36	-0.00822813	0	
37	0.177585	0	37	0.681718	0	37	0.302213	0	37	0.365746	0	37	0.162634	0	37	0.191237	0	37	0.258119	0	37	-0.00743629	0	
38	0.176116	0	38	0.681247	0	38	0.300883	0	38	0.365486	0	38	0.161313	0	38	0.190829	0	38	0.25658	0	38	-0.00741151	0	
39	0.177259	0	39	0.68122	0	39	0.302317	0	39	0.36505	0	39	0.162631	0	39	0.190295	0	39	0.258366	0	39	-0.00812179	0	
40	0.176309	0	40	0.681657	0	40	0.30139	0	40	0.365668	0	40	0.161957	0	40	0.19088	0	40	0.25744	0	40	-0.007162	0	
41	0.176701	0	41	0.682277	0	41	0.301676	0	41	0.366148	0	41	0.162133	0	41	0.191882	0	41	0.257443	0	41	-0.00679604	0	
42	0.178303	0	42	0.680945	0	42	0.303104	0	42	0.364775	0	42	0.163508	0	42	0.190099	0	42	0.25887	0	42	-0.00841	0	
43	0.173564	0	43	0.68051	0	43	0.298712	0	43	0.364794	0	43	0.159439	0	43	0.189848	0	43	0.255357	0	43	-0.00826152	0	
44	0.178446	0	44	0.682477	0	44	0.303489	0	44	0.366772	0	44	0.163979	0	44	0.191856	0	44	0.259722	0	44	-0.00651888	0	
45	0.176567	0	45	0.682172	0	45	0.301939	0	45	0.366042	0	45	0.162619	0	45	0.191246	0	45	0.258578	0	45	-0.00689128	0	
46	0.176622	0	46	0.682815	0	46	0.302134	0	46	0.367037	0	46	0.162663	0	46	0.19222	0	46	0.258639	0	46	-0.0056983	0	
47	0.176089	0	47	0.68284	0	47	0.301456	0	47	0.366992	0	47	0.162287	0	47	0.192108	0	47	0.258521	0	47	-0.00605458	0	
48	0.176445	0	48	0.682024	0	48	0.301658	0	48	0.365778	0	48	0.162147	0	48	0.191298	0	48	0.258013	0	48	-0.00706037	0	
49	0.176977	0	49	0.682498	0	49	0.302189	0	49	0.366553	0	49	0.162648	0	49	0.191864	0	49	0.258527	0	49	-0.00640384	0	
50	0.1782	0	50	0.681708	0	50	0.303105	0	50	0.365756	0	50	0.163455	0	50	0.191105	0	50	0.259006	0	50	-0.0075248	0	
51	0.176917	0	51	0.68177	0	51	0.301767	0	51	0.365648	0	51	0.162316	0	51	0.190968	0	51	0.257734	0	51	-0.00761187	0	
52	0.176659	0	52	0.683318	0	52	0.302362	0	52	0.367521	0	52	0.163333	0	52	0.192307	0	52	0.259082	0	52	-0.00517244	0	
